是否逾期,申请时段,grade,closed_accounts,open_accounts,enquiry_alert,人脸相似度,电话使用时长,年龄,分区,信用卡额度使用率,信用卡数,信用卡平均额度,贷款数,贷款平均额度,平均分期金额,平均期数,90天内贷款查询次数,180天内贷款查询次数,120天内信用卡查询次数,365天内信用卡查询次数,历史近两年逾期最大天数,ULC33S,近三个月逾期天数,G207O,dsr_before,身份证号首字母,历史申请贷款查询数,开户成功率,total_monthly_obligation
否,9点,FF,14,4,3,0.55,两年以上,62,屯门,0.87,2,5000,1,90000,3405,48,0,0,1,1,0,124441,0,3665,37,E,1,9,4049
否,13点,GG,11,9,100,0.53,两年以上,36,大埔,0.88,3,22000,6,82846,2139,57,0,0,0,0,0,221608,0,14574,79,Z,13,1.23,14919
否,15点,II,4,6,139,0.33,半年到一年,30,黄大仙,0.26,3,50000,3,46667,2570,38,2,7,0,1,0,171543,1,8886,66,Y,20,0.45,9070
否,14点,HH,7,11,93,0.37,Missing,31,葵青,0.89,5,45377,5,94600,3241,43,6,16,0,0,10,609615,1,22287,80,Z,13,0.38,18929
否,15点,II,5,7,77,0.44,两年以上,30,大埔,0.93,6,22695,1,120000,5254,36,1,2,0,0,0,224968,1,8857,49,V,6,0.33,0
否,22点,II,0,4,59,0.27,两年以上,29,沙田,0.9,3,63333,1,50000,2094,36,1,4,0,0,0,236923,0,7196,44,Y,4,0.5,7380
否,11点,II,1,3,37,0.31,三个月到半年,24,西贡,1.01,2,22500,1,10000,1066,12,11,15,1,1,6,57074,6,2426,19,Y,12,0.33,0
是,14点,II,0,2,15,0.53,三个月内,21,观塘,0,0,0,2,15000,1026,36,15,15,0,0,0,32792,0,2052,21,Y,15,0.13,2236
否,21点,II,7,4,19,0.57,两年以上,24,大埔,0.61,2,37500,0,0,0,0,3,5,0,0,6,45769,65,1373,5,Y,5,1,1557
否,2点,GG,0,3,34,0.58,三个月内,27,沙田,0.54,2,46500,1,15500,1519,12,1,1,0,0,3,65938,3,3032,13,Y,1,2,0
否,8点,II,5,13,142,0.58,两年以上,25,黄大仙,0.92,8,13875,3,18333,1590,13,7,10,0,0,8,166194,8,7840,56,Y,34,0.32,8025
否,12点,II,3,2,18,0.36,两年以上,22,屯门,1.03,1,20000,1,50000,3279,24,1,1,1,1,0,99328,0,3898,35,Y,8,0.63,4082
否,15点,II,3,9,99,0.44,两年以上,23,元朗,0.98,7,30000,2,56675,2443,36,5,8,0,0,0,333380,0,11035,72,Y,12,0.33,11219
否,21点,II,23,11,91,0.61,Missing,45,南区,0.13,3,37667,8,110270,5684,30,7,12,2,4,10,1062670,10,45915,40,K,27,1.22,0
否,0点,II,5,7,139,0.37,三个月到半年,25,葵青,0.8,3,51667,4,30382,1951,26,1,1,0,1,6,176983,13,11537,38,Y,13,0.54,11721
否,15点,II,13,6,31,0.58,一年到两年,28,油尖旺,1.5,6,31833,0,0,0,0,1,1,0,1,0,285988,0,8580,45,Y,2,1.5,8764
否,20点,II,0,5,75,0.55,两年以上,22,西贡,0.97,4,23000,1,89000,2828,36,7,10,0,1,0,179403,0,5495,38,R,1,1,5679
否,1点,II,1,4,30,0.62,半年到一年,19,元朗,0.85,2,27286,2,20000,1718,15,3,3,0,0,0,94391,0,4828,34,Y,9,0.56,5012
否,18点,CC,0,5,61,0.62,两年以上,44,观塘,0.17,4,154500,0,0,0,0,0,0,0,0,0,103470,1,3104,10,K,0,0,3678
否,12点,II,20,7,47,0.71,两年以上,33,沙田,0.68,4,31500,3,86000,3907,32,5,7,0,0,0,379842,0,14308,62,Z,14,1.86,14492
否,13点,II,6,2,54,0.55,两年以上,48,九龙城,0.91,1,107760,1,50000,3953,18,1,1,0,0,15,165750,0,6909,86,D,6,1.33,7094
否,23点,EE,3,2,28,0.52,两年以上,28,屯门,0.78,1,14000,1,48646,1667,36,0,0,0,0,0,64296,1,1995,12,Y,0,0,2431
否,14点,II,11,5,66,0.52,两年以上,61,葵青,0.99,3,30000,2,110000,4450,33,1,1,0,0,12,442339,7,11565,53,K,19,0.32,11749
否,18点,II,28,8,52,0.53,两年以上,49,深水埗,1.03,1,33000,6,38667,2571,26,8,16,0,1,0,334699,0,16447,89,R,32,1,14986
否,17点,HH,2,0,15,0.57,两年以上,21,北区,0.74,2,34000,2,32500,2069,24,1,1,0,0,0,141355,340,6578,0,Y,5,0.4,345
否,16点,GG,7,4,88,0.7,两年以上,29,大埔,0.99,4,69000,0,0,0,0,0,0,1,1,1,272267,1,8168,29,Y,4,0.5,8513
否,12点,GG,4,3,45,0.43,两年以上,35,黄大仙,0.74,2,50000,1,120000,5334,36,4,6,0,0,0,255326,0,7553,68,V,5,0.6,7898
否,16点,GG,3,5,74,0.58,两年以上,27,西贡,1.03,4,17000,1,60000,1388,48,2,2,0,0,0,119349,1,3386,20,Y,1,0,3731
是,12点,II,5,5,63,0.39,半年到一年,31,北区,0.73,2,70500,2,35000,1725,60,3,3,0,0,0,173290,0,6550,64,Z,7,0.86,0
否,17点,EE,1,1,15,0.51,半年到一年,20,元朗,0,1,30000,0,0,0,0,0,1,0,0,3,0,0,0,0,Y,11,0.18,436
否,17点,EE,2,3,49,0.46,两年以上,23,观塘,0.88,3,11667,0,0,0,0,0,0,1,1,0,30906,1,927,8,Y,2,0.5,1363
否,18点,II,6,6,78,0.56,两年以上,53,黄大仙,0.68,4,57250,2,133959,4902,48,8,14,0,0,0,416644,1,14459,105,G,18,0.5,14644
否,23点,HH,1,3,36,0.61,一年到两年,23,观塘,0.63,2,39485,1,78000,4810,24,1,1,0,0,0,165316,0,6306,35,Y,4,0.75,6651
是,10点,II,4,3,28,0.58,三个月内,37,沙田,1.03,1,10000,2,14000,1553,12,3,3,0,0,1,47859,0,3414,15,Z,10,0.6,3598
否,11点,II,1,9,87,0.51,两年以上,22,元朗,0.89,8,8531,1,50000,3663,18,0,4,2,6,0,119652,0,5494,69,Y,3,0.33,5679
否,12点,II,22,6,61,0.4,两年以上,30,南区,0.97,3,45000,3,38512,2163,28,1,3,0,0,8,273695,8,10421,60,Y,11,1.55,10606
否,19点,HH,6,2,62,0.55,两年以上,26,北区,0.98,1,21000,1,32471,1275,36,0,0,0,0,1,30605,0,1892,10,Y,0,0,2237
否,11点,II,0,2,30,0.61,两年以上,23,观塘,1,1,150000,1,10000,1049,12,4,4,0,0,0,163088,0,5564,56,Y,3,0.67,5748
否,0点,II,6,7,49,0.57,两年以上,60,元朗,0.69,2,22500,5,31200,2824,23,9,13,0,0,8,135026,0,15055,89,C,36,0.36,15239
否,9点,II,0,4,34,0.6,两年以上,25,油尖旺,1.02,1,100000,3,13333,943,39,13,13,1,1,0,144975,0,5895,24,M,16,0.25,6079
否,7点,GG,1,4,76,0.43,两年以上,35,东区,0.99,3,24667,1,280000,6683,72,1,1,0,1,0,233878,0,8888,62,Z,1,1,9233
否,12点,HH,13,5,96,0.62,Missing,46,葵青,0.85,5,48600,0,0,0,0,1,3,3,8,0,204702,0,6141,26,K,11,1.27,6486
否,13点,II,9,11,75,0.56,两年以上,39,沙田,1,6,48832,3,75000,2941,28,5,5,0,1,0,407865,1,17656,91,Z,9,1.33,0
否,14点,GG,10,5,33,0.68,两年以上,34,东区,0,0,0,5,98673,2901,77,2,2,0,0,0,226417,0,14505,63,Z,9,1.56,0
否,14点,II,0,1,4,0.51,三个月内,20,屯门,0.92,1,30000,0,0,0,0,2,2,0,0,0,27459,0,824,5,Y,2,0.5,1008
否,17点,HH,0,2,19,0.49,一年到两年,23,中西区,1.01,2,22500,0,0,0,0,3,3,0,1,5,45416,0,1362,9,R,7,0.29,1707
否,12点,FF,1,3,105,0.3,两年以上,31,屯门,0.74,3,119333,0,0,0,0,2,2,0,0,1,264120,0,7924,58,Z,4,0.5,8308
是,9点,II,10,7,73,0.65,两年以上,39,葵青,0.93,3,53333,4,44500,2949,23,3,5,0,0,1,322380,0,16281,58,P,22,0.77,16465
否,11点,FF,6,1,1,0.24,两年以上,48,东区,0,0,0,1,99507,2178,72,1,1,0,0,0,56628,0,2178,14,D,1,3,2562
是,20点,II,0,6,18,0.51,一年到两年,23,屯门,0.96,3,21667,3,18333,1469,27,9,11,0,0,0,118129,0,6279,38,R,11,0.55,6463
否,1点,HH,7,5,64,0.6,两年以上,60,观塘,0.83,2,28500,3,30333,2037,20,0,0,0,0,9,138741,0,7529,68,G,13,0.92,7874
否,10点,II,6,6,78,0.54,两年以上,24,屯门,0.9,3,23667,3,70000,2969,50,5,8,0,1,3,365356,3,10814,51,Y,28,0.39,10998
否,10点,II,4,6,119,0.63,两年以上,26,东区,0.86,3,23333,3,50000,2083,40,3,8,0,2,15,203088,0,8061,47,Y,20,0.35,8245
否,11点,HH,5,5,49,0.56,两年以上,27,沙田,0.4,3,37333,2,115000,3588,42,1,2,0,0,0,294778,0,8512,49,R,2,1,8857
否,19点,II,0,4,17,0.58,三个月到半年,20,葵青,0,2,5500,2,25000,1235,42,7,11,4,6,0,51976,0,2470,25,Y,9,0.44,2654
否,22点,II,3,4,65,0.62,两年以上,22,观塘,0.95,2,20000,2,22500,2112,36,3,3,0,0,7,80092,0,5369,28,Y,35,0.2,0
否,10点,II,0,6,32,0.6,三个月内,20,屯门,0.78,2,30000,4,9000,875,21,14,14,0,0,0,86428,0,4912,49,Y,14,0.43,0
否,20点,EE,1,6,67,0.63,半年到一年,25,葵青,0.93,6,79000,0,0,0,0,6,7,3,5,0,440925,1,13228,26,Y,4,0.25,6298
否,21点,II,19,6,56,0.5,Missing,38,黄大仙,0.64,4,15000,2,32500,3118,14,2,5,0,0,0,110426,4,7379,49,Z,24,1,0
否,11点,II,14,6,83,0.56,两年以上,32,观塘,0.87,2,55000,4,21250,1853,15,5,10,1,1,15,186164,3,10271,66,Z,26,0.77,10456
是,6点,II,22,9,72,0.46,三个月内,37,中西区,0.77,5,42000,4,50000,3298,34,0,7,0,0,9,369401,4,18041,72,P,37,0.54,18225
否,23点,II,11,2,25,0.3,三个月内,28,葵青,0,0,0,1,298786,6926,84,2,3,0,0,55,497386,0,6926,35,Y,15,0.6,4916
否,15点,HH,4,10,80,0.71,两年以上,37,西贡,0.28,4,71500,4,45000,3347,29,6,8,0,0,0,271810,0,15826,43,Z,8,0.75,16171
否,9点,GG,3,3,15,0.44,两年以上,26,北区,0,1,5000,2,10000,1066,12,0,1,0,0,0,6396,0,2132,22,Y,7,0.86,2477
否,10点,HH,4,10,52,0.51,两年以上,32,观塘,0.99,5,21000,5,124464,2115,66,0,0,0,0,56,255744,0,13691,41,Z,8,0.75,14036
否,17点,BB,3,9,80,0.53,两年以上,56,葵青,0.1,3,66667,2,76500,1924,42,0,0,0,1,0,44017,0,2073,24,E,1,1,0
否,3点,II,4,3,17,0.41,两年以上,24,葵青,0.97,3,40000,0,0,0,0,5,5,0,2,0,116283,31,3488,35,Y,3,0.33,3673
否,14点,EE,0,2,8,0.52,三个月内,23,观塘,0.4,2,25000,0,0,0,0,5,5,1,1,0,20026,0,601,4,Y,5,0.4,1037
否,0点,HH,8,2,22,0.51,两年以上,31,屯门,0.79,2,25000,0,0,0,0,2,2,1,3,0,39388,0,1182,9,Z,2,4,1527
否,14点,II,9,6,114,0.51,Missing,25,北区,0.89,5,38600,1,120000,4894,36,3,3,0,0,9,263052,30,10022,63,P,3,1.67,0
否,19点,GG,0,6,93,0.57,半年到一年,52,大埔,0.69,5,65600,1,123000,2642,60,0,1,0,3,0,337019,0,9474,42,C,0,0,9819
是,9点,II,15,10,73,0.6,两年以上,39,元朗,0.93,3,18333,7,36429,3002,21,6,13,0,1,0,298999,0,22544,48,Z,29,0.79,0
否,10点,GG,0,1,30,0.6,一年到两年,25,葵青,0.91,1,50000,0,0,0,0,0,1,0,0,0,45287,0,1359,23,Y,14,0.07,0
是,14点,II,7,8,103,0.21,两年以上,27,黄大仙,0.79,4,55500,4,26250,1932,18,10,15,0,0,8,285617,8,13009,65,Y,21,0.62,12096
否,17点,II,22,8,120,0.44,两年以上,27,沙田,0.9,3,46667,5,38000,2921,26,6,13,0,0,9,324473,9,18390,73,Y,55,0.49,18574
是,19点,II,14,4,26,0.54,两年以上,52,南区,0.77,2,15000,2,67500,5054,26,8,11,0,1,1,183083,1,10801,68,D,17,0.94,10985
否,8点,II,8,6,70,0.34,两年以上,26,油尖旺,1.13,4,21750,2,17500,1803,12,3,6,0,0,0,133550,1,6560,36,Y,15,0.73,6744
否,9点,II,12,8,59,0.6,两年以上,39,观塘,0.92,3,33333,5,27600,1940,26,8,12,0,1,8,172795,7,12456,72,Z,21,0.9,12640
否,19点,AA,1,1,52,0.73,两年以上,64,葵青,0.06,1,140000,0,0,0,0,0,0,0,0,0,8290,0,249,25,D,0,0,828
否,10点,II,28,3,81,0.63,半年到一年,30,黄大仙,0.58,1,20000,2,61000,3617,24,5,11,0,0,0,195104,0,7580,36,Z,41,0.66,7765
是,12点,EE,10,1,42,0.56,Missing,38,元朗,1,1,170000,0,0,0,0,7,7,3,3,11,170737,0,5122,41,Z,6,1,5558
否,14点,HH,8,8,148,0.55,两年以上,38,元朗,0.89,5,47400,3,210000,7525,36,0,0,0,0,1,738838,1,28923,83,Z,5,2,29268
否,15点,FF,0,5,20,0.54,半年到一年,19,黄大仙,0.76,5,7200,0,0,0,0,1,5,0,2,0,27235,1,817,9,R,7,0.43,1063
否,20点,II,0,5,75,0.66,两年以上,27,元朗,1.13,4,137000,1,50000,1066,60,15,18,0,0,0,680727,0,19601,61,Y,5,0.2,19785
否,15点,HH,6,6,110,0.34,两年以上,25,荃湾,0.74,5,33200,1,190440,5486,42,5,6,0,0,0,326499,0,9191,56,Y,9,0.33,7991
否,0点,II,3,5,53,0,两年以上,27,大埔,0,0,0,4,103833,3168,36,0,3,0,3,0,483747,0,12670,63,Y,4,1,12854
否,20点,II,0,3,10,0.22,三个月到半年,18,湾仔,0.99,2,24403,1,30000,1478,60,0,3,2,3,0,78171,0,2923,37,M,3,0.67,3108
否,23点,II,2,8,116,0.32,两年以上,30,中西区,0.6,5,44800,3,94167,2715,29,4,4,0,2,0,472950,0,12174,61,Y,4,1,0
否,19点,II,8,4,91,0.5,两年以上,26,深水埗,0.83,2,50500,2,110000,3621,36,5,5,0,4,0,287475,0,9759,52,Y,24,0.33,9944
是,17点,II,14,8,66,0.46,两年以上,29,葵青,0.28,3,40646,5,53216,2967,26,9,19,0,0,1,295424,0,15844,57,Y,41,0.54,0
否,18点,EE,17,5,39,0.41,Missing,37,沙田,0.44,3,25333,2,130000,6503,27,1,1,0,0,0,340795,0,14010,64,Z,12,1.42,14446
是,0点,II,2,3,27,0.58,半年到一年,24,离岛,0.97,1,30000,2,27500,1727,39,7,11,0,0,0,94509,0,4322,33,Y,10,0.5,0
否,9点,II,7,5,67,0.62,两年以上,24,观塘,1,3,16667,2,111153,3758,36,3,3,0,0,6,240046,0,9016,55,Y,16,0.44,9200
否,10点,II,7,5,64,0.52,一年到两年,27,观塘,1.01,3,45000,2,30000,3197,12,1,2,1,3,6,190964,0,10468,52,Y,21,0.52,10652
否,12点,HH,6,6,102,0.52,Missing,38,沙田,0.95,2,25000,4,88250,2580,51,2,6,3,3,7,491144,0,11745,47,P,12,0.17,12090
否,13点,HH,2,9,35,0.56,两年以上,48,深水埗,0.72,4,29550,4,54069,1472,53,0,1,0,0,10,310249,6,8449,56,G,0,0,8794
否,18点,HH,1,1,11,0.61,三个月内,26,大埔,0.32,1,15000,0,0,0,0,0,0,0,1,38,4776,38,143,1,Y,8,0.25,488
否,18点,HH,3,4,46,0.42,两年以上,33,元朗,0.86,2,37000,2,70000,3503,30,2,2,0,1,4,211580,4,8918,89,P,11,0.55,9263
否,22点,II,4,11,116,0.58,半年到一年,24,元朗,0.94,6,24720,4,64750,2236,36,2,5,0,1,0,280836,0,13137,51,R,5,0.8,13322
否,18点,II,22,7,114,0.72,两年以上,48,南区,0.96,4,38750,3,140000,5622,38,1,3,0,1,0,629775,1,21339,68,D,16,1.63,21524
否,1点,CC,0,1,53,0,两年以上,24,南区,0.99,1,10000,0,0,0,0,0,0,0,0,0,9886,0,297,3,Y,0,0,870
否,19点,II,22,9,138,0.53,Missing,34,观塘,0.86,4,19000,4,47750,2584,26,7,9,2,2,0,303980,0,12306,68,Z,41,0.49,0
否,9点,HH,11,8,87,0.3,两年以上,26,屯门,0.39,4,32500,2,65000,2614,36,1,6,0,0,6,244574,0,6749,52,Y,12,1,7094
否,10点,II,7,7,91,0.5,两年以上,29,沙田,0.99,3,30333,4,27440,1034,39,2,3,0,1,30,185231,11,6837,40,Y,1,1,7021
否,23点,FF,1,2,45,0,两年以上,23,葵青,0.93,2,12500,0,0,0,0,4,4,1,4,0,23305,0,699,7,Y,4,0.25,1083
否,11点,II,1,3,36,0.63,一年到两年,20,深水埗,1.02,1,40000,2,17500,1042,30,5,5,0,0,0,76491,0,3304,33,Y,8,0.5,3488
否,15点,II,3,6,109,0.26,两年以上,23,北区,1.01,3,29000,2,30000,2524,18,1,3,0,1,0,140151,0,7677,48,Y,7,0.86,0
否,21点,CC,12,2,11,0.52,两年以上,31,大埔,0.86,1,14000,1,200000,6036,60,0,0,0,0,0,18129,0,6399,29,Z,0,0,6972
否,19点,II,0,3,32,0.55,两年以上,26,深水埗,1.1,2,51500,1,28666,1695,24,4,13,0,0,13,140320,13,5090,36,V,12,0.17,0
否,0点,II,0,6,28,0.53,半年到一年,19,中西区,0.97,1,20000,5,23000,1677,24,0,7,1,3,0,151707,0,8967,45,Y,7,0.86,0
否,10点,II,10,7,82,0.4,半年到一年,26,黄大仙,0.97,4,17500,3,86667,3926,26,1,2,0,0,4,388831,0,13805,79,Y,26,0.46,13989
否,15点,II,3,4,102,0.72,两年以上,27,沙田,1.01,2,12000,2,40000,3635,15,3,6,0,0,0,92181,0,7996,40,Y,16,0.25,0
否,20点,II,21,7,117,0.53,Missing,38,油尖旺,0.79,5,34000,2,160000,4768,48,1,5,5,8,7,445561,8,13540,28,P,35,0.46,0
否,23点,GG,0,3,56,0.49,两年以上,23,油尖旺,1.02,3,9333,0,0,0,0,0,0,0,0,0,28620,1,859,4,Y,0,0,1204
否,9点,II,26,11,77,0.63,三个月内,44,大埔,1,1,15000,10,58490,2999,29,9,16,0,0,0,335273,0,22817,57,K,44,0.73,23001
否,10点,II,24,9,48,0.46,两年以上,49,西贡,1.01,1,20000,8,66875,3947,24,4,14,0,0,1,681843,1,32184,100,G,33,0.97,0
否,15点,II,4,7,104,0,两年以上,22,元朗,0.81,5,22000,2,12500,1333,12,6,16,0,1,7,115697,7,5351,34,R,39,0.26,2332
否,12点,CC,1,5,86,0.66,两年以上,40,中西区,0.43,5,108200,0,0,0,0,1,1,0,0,1,231756,0,6953,33,V,0,0,7526
否,7点,HH,6,4,94,0.43,两年以上,26,北区,0.78,3,18333,1,35000,1850,24,2,6,4,5,0,83553,0,3136,20,Y,11,0.82,3445
否,10点,HH,3,4,65,0.54,两年以上,24,屯门,0.82,2,45000,2,17500,1558,12,0,0,1,1,21,81296,20,5332,41,V,11,0.64,5677
否,12点,GG,7,8,28,0.56,两年以上,45,油尖旺,0.66,4,110499,3,206648,4899,40,2,2,0,0,0,406756,0,23384,43,K,2,2,23729
否,14点,II,8,6,120,0.6,两年以上,24,观塘,0.58,4,30000,2,25000,1795,36,7,11,0,1,9,119714,6,5680,32,Y,23,0.39,0
否,23点,CC,4,1,45,0.67,半年到一年,24,湾仔,0,1,40000,0,0,0,0,2,4,0,0,0,0,0,0,0,R,17,0.29,574
否,4点,GG,0,5,51,0.57,半年到一年,24,南区,0.92,2,35000,1,16000,1162,18,0,0,0,1,0,75986,0,3091,21,Y,1,1,0
是,11点,HH,26,10,100,0.58,Missing,29,沙田,0.49,4,36250,6,48167,3552,24,4,7,0,0,4,218321,32,23447,59,Y,41,0.54,0
否,17点,EE,0,1,27,0.54,一年到两年,21,元朗,0.8,1,20000,0,0,0,0,2,2,0,0,0,16011,0,480,3,Y,2,0,916
否,3点,FF,2,1,44,0,两年以上,22,沙田,0.99,1,10000,0,0,0,0,1,1,0,2,0,9903,0,297,4,Y,0,0,681
否,22点,HH,1,3,19,0,三个月到半年,23,元朗,0.35,1,3000,2,5000,954,6,2,14,0,0,22,6648,22,1940,26,Y,14,0.29,0
否,12点,GG,1,1,12,0.52,半年到一年,30,北区,0,0,0,1,10000,493,60,0,0,0,0,0,6940,0,493,21,Z,11,0.18,0
否,20点,II,2,8,39,0.51,一年到两年,24,深水埗,1.09,4,11750,4,11250,1383,11,10,18,0,0,0,99640,6,7067,54,Y,21,0.38,7252
否,22点,HH,10,3,21,0.37,一年到两年,27,九龙城,0.97,2,22500,1,90000,3495,48,0,1,0,0,0,193798,0,4800,50,Y,4,2.75,5145
否,13点,GG,5,9,103,0.51,两年以上,46,北区,1.06,4,8500,3,68333,3400,28,1,1,0,0,15,191914,0,11282,73,K,6,1.17,0
否,15点,II,26,8,51,0.7,Missing,46,北区,0.82,3,32667,5,39000,3326,14,2,11,0,0,13,294524,13,19053,63,K,24,1.21,15947
否,21点,II,16,7,128,0.49,Missing,33,沙田,0.94,4,17500,3,194333,5863,40,2,5,1,2,0,778906,0,19567,54,Z,12,0.67,19751
否,10点,II,11,7,109,0.52,Missing,42,西贡,0.18,5,20000,2,20000,1551,15,2,5,1,1,0,32683,0,3628,18,K,19,0.63,13499
否,13点,DD,5,1,41,0.56,三个月内,29,屯门,0,1,138000,0,0,0,0,1,3,1,1,0,0,0,0,0,P,3,0.33,0
否,17点,GG,4,3,80,0.59,两年以上,21,观塘,0.98,2,30000,1,25000,2664,12,0,0,1,1,0,69280,0,4423,31,Y,9,0.67,4768
否,17点,II,5,9,110,0.57,两年以上,23,黄大仙,1.24,5,17600,2,12500,1484,11,2,5,0,3,6,128276,6,6237,37,Y,10,0.4,6421
是,5点,HH,1,2,39,0.6,三个月内,35,沙田,0,1,30000,0,0,0,0,0,0,0,0,69,0,0,0,0,R,4,0.5,345
否,9点,GG,12,11,82,0.53,两年以上,54,深水埗,0.21,4,24000,7,54571,3683,18,4,9,0,1,1,319975,0,26388,59,G,24,0.58,23443
否,8点,BB,0,1,28,0.57,一年到两年,21,元朗,0,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,R,1,0,579
否,10点,CC,0,1,6,0.43,三个月内,22,屯门,0.12,1,10000,0,0,0,0,2,2,2,4,0,1213,0,36,0,Y,2,0,0
是,18点,II,5,2,92,0.63,一年到两年,27,元朗,0.98,1,50000,1,108944,3079,60,0,2,0,0,0,159429,6,4543,43,Y,3,0.33,4727
否,16点,II,7,6,68,0.55,两年以上,24,东区,0,3,16667,3,15000,1451,28,4,12,0,0,0,35937,0,4353,35,Y,27,0.44,4537
否,16点,FF,0,1,34,0.6,三个月内,29,南区,1.01,1,200000,0,0,0,0,1,1,0,0,0,201659,0,6050,36,Y,1,1,0
否,0点,II,11,10,83,0.62,两年以上,49,黄大仙,0.95,4,27000,5,86000,4394,31,4,10,0,0,6,547306,0,25033,86,G,20,0.45,0
否,9点,HH,7,6,29,0.52,Missing,45,葵青,0.92,3,18333,3,40000,2791,18,8,9,0,3,0,198414,0,9889,55,K,9,1.22,10234
否,9点,II,9,5,62,0.51,两年以上,35,沙田,0.5,3,30000,2,27500,2954,12,3,7,0,0,5,108119,0,7258,36,Z,35,0.34,5797
否,15点,FF,2,3,63,0.58,Missing,41,大埔,0.4,3,93000,0,0,0,0,1,1,0,0,1,110529,1,3316,28,K,2,0,3700
否,15点,HH,12,2,43,0.52,Missing,49,西贡,0,0,0,2,120000,3245,42,1,1,0,0,0,297428,0,6489,52,C,4,0.75,6834
否,0点,HH,6,7,69,0.55,两年以上,29,葵青,1,6,16000,1,210000,6432,48,1,2,2,3,0,397873,0,9299,56,Y,3,0.33,9644
否,15点,HH,9,6,114,0.39,Missing,30,元朗,0.72,1,18000,5,57804,2104,50,3,4,0,0,0,241888,0,10910,78,Y,11,1,11255
是,0点,HH,0,7,50,0.56,两年以上,22,深水埗,0.74,6,36648,1,100000,4647,24,6,6,1,4,0,274810,0,9545,32,Y,3,0.33,9890
否,11点,HH,3,3,39,0.54,两年以上,25,黄大仙,0.87,2,55000,1,20000,2131,12,1,2,0,0,0,116483,0,4986,42,Y,5,1,5331
否,15点,II,14,5,71,0.5,两年以上,34,观塘,0.98,2,30000,3,88961,3336,30,2,5,0,1,1,226158,1,11777,49,P,23,0.65,11962
是,19点,II,0,3,8,0.51,三个月内,28,荃湾,1.01,1,10000,2,15000,1026,36,5,6,1,1,0,41789,0,2354,20,R,7,0.43,2538
否,22点,CC,7,5,89,0.07,三个月内,33,屯门,0.34,2,19000,1,250000,5879,54,0,1,0,0,0,312688,0,6264,31,Z,0,0,6837
否,23点,HH,1,2,2,0.4,两年以上,24,元朗,0.83,1,46000,1,30000,3040,12,0,1,0,0,0,68674,0,4188,53,Y,2,1,4533
否,1点,II,0,1,3,0.59,三个月内,19,深水埗,1.02,1,30000,0,0,0,0,3,3,0,0,0,30468,0,914,28,R,3,0.33,1098
否,5点,AA,5,6,76,0.09,三个月内,59,观塘,0.02,5,59600,0,0,0,0,0,0,0,0,0,4672,0,140,1,E,0,0,719
否,10点,HH,5,2,47,0.4,两年以上,49,沙田,0.97,1,120000,1,50000,3114,24,1,1,0,0,0,165275,0,6622,46,G,7,0.71,6967
否,18点,II,0,3,16,0.38,一年到两年,20,中西区,0.86,1,40000,2,20000,1526,36,10,10,0,0,0,71735,0,4081,27,Y,7,0.43,4265
否,15点,HH,4,2,5,0.66,一年到两年,36,北区,0.97,2,20000,0,0,0,0,1,1,1,1,0,38985,0,1170,7,Z,1,3,1515
否,15点,HH,3,6,80,0.51,三个月内,29,元朗,1.04,3,128267,2,69000,2004,36,1,2,0,0,0,437974,0,16050,54,V,1,1,16395
否,16点,II,9,9,69,0.51,Missing,36,南区,0.95,3,40000,6,73333,2704,34,2,4,0,2,0,518725,0,19652,77,Z,26,0.65,19836
否,17点,EE,2,3,10,0.46,两年以上,21,深水埗,1.14,2,7500,0,0,0,0,4,4,2,6,0,17076,0,512,4,Y,4,0,0
否,18点,II,2,4,50,0.63,两年以上,24,黄大仙,0.77,2,12500,2,24000,2071,15,1,2,0,2,6,51742,6,4719,25,Y,8,0.63,4903
是,10点,II,6,4,60,0.52,一年到两年,35,葵青,0.94,2,32500,2,87500,4277,31,2,4,0,0,0,232568,0,10392,51,R,27,0.3,0
否,17点,GG,4,2,13,0.53,三个月内,22,元朗,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,24,Y,0,0,345
否,16点,HH,4,1,3,0.45,两年以上,27,屯门,0,0,0,1,10000,1908,6,1,1,0,0,0,11448,0,1908,12,Y,2,1,2253
否,13点,II,12,6,55,0.53,两年以上,21,荃湾,0.92,4,13750,2,51000,3887,18,5,10,0,4,11,179793,11,9297,71,Y,24,0.67,9481
否,15点,II,1,6,31,0.54,半年到一年,29,大埔,0.72,1,40000,5,20400,1553,23,8,14,0,0,4,133974,4,8623,61,Y,14,0.5,8807
否,0点,HH,17,6,56,0.52,两年以上,37,大埔,1.02,5,18800,1,95000,7322,21,0,1,0,3,0,190589,0,10190,64,Z,4,4.5,0
否,8点,II,7,6,47,0.62,两年以上,30,沙田,0.97,3,41000,3,40667,3741,14,4,5,0,1,4,256821,4,14805,49,Z,14,0.79,14990
否,9点,II,8,10,117,0.55,两年以上,46,黄大仙,0.98,6,29167,4,139505,4203,38,5,6,1,1,0,582202,0,21951,59,K,10,0.9,0
否,11点,II,2,9,34,0.6,半年到一年,19,屯门,0.87,3,13333,6,14167,1452,12,11,19,2,3,0,113694,0,9752,65,Y,20,0.5,9936
否,13点,HH,3,4,19,0.48,两年以上,27,黄大仙,0.56,1,50000,2,17500,814,48,2,4,0,0,0,60047,0,2464,41,Y,14,0.29,0
